Date,Price,AuthorScore,Role1,Role2,Role3,Role4,Role5,Role6,Role7,Role8,Role9,Role10,Role11,Role12,Role13,Role14,Role15,Role16,Predicted Revenue,Actual Revenue
41168261.6537,2495.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,553666.586278,1629235.0
10064262.4547,499.0,591.445548341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163298.330597,432134.0
41168263.2728,499.0,851.85846395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,408805.485477,1167161.0
41168264.1676,499.0,500.272615066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,263178.303021,499000.0
41168264.7843,499.0,778.679786393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,304922.076127,48902.0
41254665.915,499.0,600.569013112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,314088.321772,188622.0
41254666.469,499.0,697.716981132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,265412.270166,262474.0
41254667.1343,499.0,130.732826688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28375.903972,91317.0
41254667.6833,499.0,419.371135222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,123741.087661,119760.0
41513868.154,2495.0,163.961052973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,660246.125436,291915.0
41513868.8558,499.0,833.390598206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317555.243699,550397.0
41513869.4768,499.0,573.216614907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,301432.080559,167664.0
41600271.1168,499.0,800.516005397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,384884.786435,385727.0
41600271.6355,499.0,824.56043956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,385718.122897,313871.0
41600273.8008,499.0,712.766766021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258563.603461,248003.0
41600274.2014,499.0,744.961198189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,357595.787434,294410.0
41600274.7846,499.0,620.321596244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,272319.979094,532433.0
41686675.3805,499.0,582.051759834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304907.941178,371755.0
38576277.3919,2495.0,591.565493516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,853127.237692,2774440.0
41773078.0551,499.0,808.904391765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,348799.861813,421156.0
41859478.6571,499.0,157.045675541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1648.62243853,227045.0
41859480.3302,499.0,610.075156926,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,276394.132944,201097.0
42118680.9776,2495.0,685.116428571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,909733.260927,2158175.0
42118683.051,499.0,419.371135222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126339.420001,194111.0
42118685.0645,499.0,1023.25478831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,427917.636663,277444.0
39440285.7351,2495.0,933.458781362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,979780.867879,9426110.0
41686686.4724,499.0,561.620354317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,252073.070409,392214.0
42205087.1767,499.0,924.497797357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364386.582536,336825.0
42205087.7693,499.0,617.514590095,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,296811.73747,789917.0
42205088.4101,499.0,808.904391765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350099.036016,906683.0
42205089.2981,499.0,550.242822636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,290842.125928,178143.0
42291491.013,499.0,485.670339197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159425.851321,127744.0
42291491.6589,499.0,692.987103317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326017.51482,616265.0
42118696.7211,499.0,585.09375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,264902.582012,24950.0
42809897.4105,499.0,573.216614907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,305329.593751,223552.0
42896298.534,499.0,755.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,298585.272979,818360.0
43328301.0065,499.0,848.13781412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,345536.292438,302394.0
43414701.8906,2495.0,847.125209414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,949325.225324,3897190.0
43414702.5134,499.0,775.648648649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,310188.812084,228043.0
43414703.1268,499.0,636.512158521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,294057.203447,155688.0
43414703.7426,499.0,573.216614907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,305764.698086,380238.0
43501104.2515,499.0,878.369246191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,428843.309871,510976.0
43587506.3255,499.0,805.86465059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,421946.832524,787422.0
43587506.9379,499.0,877.268800771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,387837.5465,502493.0
43587507.6435,499.0,707.624248941,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,277294.303319,77844.0
43587508.4697,499.0,429.350482315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,135658.525623,422154.0
43587509.2008,499.0,755.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300663.933957,302394.0
43587510.0512,499.0,791.690504808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,345800.746732,427144.0
43673913.263,2495.0,697.716981132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,876714.113962,2562365.0
43933113.7656,499.0,988.504833512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,443516.995827,30439.0
44019514.6532,499.0,808.904391765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,355555.515799,315867.0
44019515.6476,499.0,688.460131763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,296392.242499,186127.0
44019517.4395,499.0,827.415565345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322155.43105,350298.0
44019518.1186,499.0,694.388382069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299304.258445,112275.0
44105918.7322,499.0,402.154264973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,123858.507807,147205.0
44105919.322,499.0,719.073265204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344287.750256,369759.0
44105920.0897,499.0,855.883668056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,408639.542782,328841.0
44192320.9212,499.0,589.815394828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,273457.854817,110279.0
44192321.9723,499.0,570.126984127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,306585.556699,236526.0
44192322.7002,499.0,695.422706767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,317005.305367,406186.0
44278723.3219,499.0,746.43124512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358245.899056,151696.0
44192323.9093,499.0,763.449775848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,402931.127421,316865.0
44624324.4366,499.0,610.656097723,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,276666.35225,361775.0
44624324.8342,499.0,600.292429577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,271575.628808,33433.0
44624325.3796,499.0,681.364630542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,311399.006217,163672.0
44278725.8774,2495.0,659.393080357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919518.499182,1559375.0
44710726.6912,499.0,789.634386447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,377916.135075,530437.0
44710728.8703,499.0,648.639627377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,303911.829061,606784.0
44710730.7326,499.0,695.422706767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,318564.301198,314370.0
44710731.3859,499.0,760.968255384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,403271.176977,269959.0
44710732.1385,499.0,626.279069767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,337110.67062,243512.0
44797133.3022,499.0,181.7635183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66510.241581,98303.0
44797134.0465,499.0,424.622609579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136973.830583,199600.0
44797134.6776,499.0,425.596491228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202403.292803,141217.0
44797137.2993,499.0,425.596491228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202403.300688,133732.0
44883538.2603,499.0,429.350482315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,139556.044399,300398.0
45142742.8785,499.0,851.85846395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,420757.841049,360777.0
45142743.4853,499.0,824.56043956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,396371.312082,327843.0
45142744.275,499.0,759.202180632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,334519.215059,17964.0
45142744.9618,499.0,727.719193338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,348802.047497,1381731.0
45142745.9381,499.0,789.634386447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,379215.336018,120758.0
45229146.6693,499.0,803.240384615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,356411.002694,296406.0
45229147.365,499.0,284.1875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134241.13798,69860.0
45229147.9795,499.0,631.692920682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,288818.695178,352793.0
44278748.6006,499.0,284.1875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,131383.026958,179141.0
45315549.8565,499.0,757.951242225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,351097.723719,213073.0
45315550.4413,499.0,469.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,222236.585578,239520.0
45315550.9628,499.0,428.279606423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,202234.372879,15968.0
45315552.4378,499.0,284.1875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134500.981848,61377.0
45315552.9935,499.0,789.634386447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,379735.014461,138223.0
45401954.1824,499.0,825.617802071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,340710.31173,862771.0
45401954.8381,499.0,880.328665985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,367584.769636,366765.0
45401955.8301,499.0,508.831491158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,180156.837161,28443.0
45401956.4032,499.0,793.78008491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309790.763196,426645.0
45488357.0902,499.0,719.073265204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348445.121635,142714.0
43414759.3466,499.0,831.42761605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,337588.100727,531934.0
45488360.482,499.0,550.242822636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,300715.827273,350298.0
45488361.0858,499.0,795.654090354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,353464.077646,157684.0
45488361.7139,499.0,639.529662698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309372.620734,243013.0
45488362.681,499.0,482.870173612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199821.88077,246506.0
45920364.9299,499.0,797.266808487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,328343.059162,318362.0
45920365.6138,499.0,594.110960649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255763.482348,295907.0
46006766.2014,499.0,428.279606423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,204313.047606,245508.0
46006767.0236,499.0,953.949438783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465377.358498,1549894.0
46006767.6473,499.0,739.00065013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,299982.048218,275947.0
46093168.2913,499.0,863.114514923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,457603.683831,306386.0
44278768.8872,499.0,861.186560277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,382016.624196,660177.0
46093170.6745,2495.0,647.975341731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,916515.862563,2000990.0
46093171.42,499.0,764.824441568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297646.17143,325847.0
46093172.0757,499.0,855.883668056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,414615.757206,403691.0
46093172.6582,499.0,855.883668056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,414615.758958,1147700.0
46093173.1643,499.0,780.260216626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,388446.36017,295907.0
46352373.6974,499.0,575.694248212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,273017.297842,216067.0
46352374.316,499.0,428.279606423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,205352.386459,222554.0
46352375.0612,499.0,729.080192308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,323360.723512,483531.0
46352375.6677,2495.0,831.281193464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1046772.88723,1095305.0
46352376.3907,499.0,717.927248908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,317882.303949,192614.0
46438777.2227,499.0,533.135767473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,195213.318415,240518.0
46438778.9246,499.0,588.421767241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287126.140984,272953.0
46438779.5197,499.0,765.389655172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,382181.143596,302394.0
46438781.8933,499.0,684.219285714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,318257.808676,949597.0
46438782.769,499.0,684.219285714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,318257.811309,983030.0
46525183.6684,499.0,425.596491228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,243990.184746,187624.0
46525184.6329,499.0,576.428932179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,318080.404793,174650.0
44710785.6912,499.0,727.606725078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,290487.877432,286925.0
46525186.282,499.0,251.40327381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122034.784921,72355.0
46525186.888,499.0,313.591913857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,149536.481585,332833.0
46525188.0447,499.0,313.591913857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,149536.485063,98303.0
46611588.9314,499.0,582.066349384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284523.991341,164171.0
46611589.7841,499.0,557.644409938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,307729.411918,217564.0
46697990.5213,499.0,774.564068289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379340.391638,492014.0
46697991.0884,499.0,953.949438783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467456.059768,572852.0
46697991.7225,499.0,284.1875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138658.357788,36926.0
46697992.3975,499.0,678.343596563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299477.829526,283432.0
46697993.0391,499.0,830.026370899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,346773.385424,267963.0
46697993.5401,499.0,251.40327381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122554.463973,49900.0
45488394.0749,499.0,591.90171371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,278380.322121,694608.0
46957194.6924,499.0,851.85846395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,426214.39773,374749.0
46957196.221,499.0,741.556706317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363906.389082,558381.0
46438797.7572,2495.0,533.135767473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,799239.882091,1249995.0
46957198.4059,499.0,294.301682692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,181636.943168,93812.0
46611599.1189,499.0,807.262588818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395142.38879,196107.0
47043599.7059,499.0,760.476324961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,313649.127703,394210.0
42291600.305,2495.0,958.313793613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000564.55653,2347795.0
47043602.3996,499.0,665.447064394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,319183.383113,263472.0
47043603.0831,499.0,760.476324961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,313649.137859,234031.0
47043603.7049,499.0,521.865056818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,248654.646321,120758.0
47043604.3241,499.0,697.716981132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,282821.201773,215069.0
47130005.5549,499.0,592.628795904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,283674.249429,120758.0
34864806.1326,499.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-69316.1436788,242015.0
47130006.8763,499.0,628.992903358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,345719.155376,136227.0
33828007.5798,499.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-72434.0826769,193612.0
46525208.4914,2495.0,980.23853211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1051278.16128,1554385.0
47130009.2265,499.0,793.806020642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,330280.823623,591814.0
47216409.8401,499.0,805.86465059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,432859.945546,220059.0
47216410.443,499.0,610.698574561,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,292810.126412,348801.0
47216410.9638,499.0,424.622609579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144249.263045,225049.0
47216411.3696,499.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-7170.36382563,13972.0
47302812.0849,499.0,759.361834273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,341093.557563,469559.0
47302812.6505,499.0,670.819831591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,366784.583756,180638.0
47302813.1824,499.0,557.644409938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,309808.111183,271456.0
37971614.0839,499.0,815.913980749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,340810.983492,376745.0
47302814.8754,499.0,692.137583612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,308072.424763,394709.0
45315615.4739,499.0,397.893748434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125403.596241,283432.0
47565617.0522,499.0,591.90171371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,284627.104112,88822.0
47652017.8148,499.0,826.910131322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,348111.676665,898200.0
47652018.4469,499.0,490.462266778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,242851.35267,284430.0
47738419.1137,499.0,718.246573461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,322207.371441,229540.0
47738419.6822,499.0,528.128997853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,298003.58584,179640.0
47738420.962,2495.0,831.281193464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1050941.10744,1509475.0
47738421.6104,499.0,598.682364971,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263476.391675,72355.0
47738422.1344,2495.0,831.281193464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1050941.11096,1609275.0
47738422.8472,499.0,453.454259015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159981.455581,226546.0
47824823.4633,499.0,571.244674185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,319442.223977,168662.0
47824824.0667,499.0,627.772822641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310623.944083,167165.0
48170424.8102,2495.0,855.883668056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1024889.13061,2844300.0
48256825.8173,499.0,626.279069767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,347774.751643,256486.0
48256826.6569,499.0,479.185906386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,174180.049458,152694.0
48343227.4323,499.0,654.559583246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250249.645035,364270.0
48343228.0582,499.0,654.559583246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250249.646918,330837.0
48343228.7073,499.0,571.244674185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,321001.211422,284929.0
48343229.4063,499.0,654.559583246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250249.650972,487024.0
48343230.4969,499.0,592.628795904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,287322.751204,585327.0
48343231.0861,2495.0,845.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,963151.87034,3273440.0
48429631.6789,499.0,680.124695981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,330561.336451,277444.0
48429632.3347,499.0,648.27816092,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,330641.994164,161177.0
46438833.1583,499.0,636.71344494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,303250.469579,583830.0
44883633.7041,499.0,622.02186805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,283029.132699,279939.0
48516035.4396,499.0,251.40327381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128021.817031,104291.0
48516035.8863,2495.0,358.061604794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,719488.746293,618760.0
48516036.4866,499.0,284.1875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144125.719461,88323.0
48516037.2113,499.0,632.095568216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282227.754428,446605.0
48775237.7119,499.0,479.185906386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,175739.054378,194111.0
48775238.3313,499.0,215.485714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78364.8315065,76347.0
48775239.1652,499.0,673.442622951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260824.338008,234031.0
48775239.9544,499.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2263.91434884,359779.0
47652040.7117,499.0,456.612635086,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,166218.369454,129740.0
48775241.7183,499.0,687.661693353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,310301.821562,346306.0
48861644.3305,499.0,395.50691608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199650.899096,281436.0
48861645.0476,499.0,763.449775848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,416973.062986,169161.0
48861646.1134,499.0,750.362900324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,341361.045876,240019.0
48861647.3482,499.0,591.673369956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296009.589851,711574.0
48861648.1633,499.0,118.077181208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30776.764385,60878.0
48861649.8961,499.0,645.960803894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247584.888474,169161.0
48861650.4986,2495.0,688.20388101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,882696.884691,3959565.0
48948051.7891,499.0,701.242424242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,386676.115472,440617.0
48948052.5302,499.0,763.449775848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,417232.9141,226546.0
48948053.6586,499.0,763.449775848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,417232.917494,330338.0
48948054.0633,499.0,490.462266778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,246748.888966,25449.0
49034454.4864,499.0,772.182535965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310105.780718,40918.0
47652056.2513,499.0,601.09802868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,289404.361132,204590.0
49120857.3856,499.0,765.353651098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382102.3824,205089.0
49120858.0565,499.0,680.124695981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,332640.044676,34930.0
49120858.7163,499.0,722.482857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,353446.746722,226047.0
49380059.6764,499.0,251.40327381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130620.176043,177644.0
49380060.3217,499.0,251.40327381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130620.177984,88822.0
49380060.8229,499.0,532.523913043,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,276640.69335,226546.0
49380061.4738,499.0,429.350482315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153078.328979,50399.0
47130063.2852,499.0,728.974380672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325647.470736,438621.0
49466463.8867,499.0,485.670339197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181002.972231,25948.0
49466464.757,499.0,765.389655172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,391286.227558,479539.0
47652065.471,499.0,673.405074614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,316594.451498,166167.0
49034466.0263,499.0,251.40327381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129580.880689,77345.0
49552868.6195,499.0,665.541897503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,318448.228918,286925.0
49552869.5964,499.0,132.930195109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7993.76722387,111776.0
49552871.1952,499.0,904.140082112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376483.506009,40918.0
49639271.8295,499.0,429.350482315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153857.845959,86327.0
49639272.4019,499.0,419.371135222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148955.904912,170159.0
49639272.9439,2495.0,312.466022023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,757628.399612,848300.0
49552874.5433,499.0,612.070569366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,344692.987419,783430.0
49639275.2766,499.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4862.30669761,408182.0
